NO,stock,name,sector
1866,189690,포시에스,105802
1867,141020,포티스,074709
1868,039230,폭스브레인,032702
1869,005670,푸드웰,031003
1870,094940,푸른기술,032603
1871,007330,푸른저축은행,116401
1872,017810,풀무원,116409
1873,093380,풍강,032509
1874,023900,풍국주정,031101
1875,103140,풍산,032402
1876,005810,풍산홀딩스,116409
1877,195440,퓨전데이타,105802
1878,214270,퓨쳐스트림네트웍스,105802
1879,220100,퓨쳐켐,032102
1880,035200,프럼파스트,032202
1881,203690,프로스테믹스,032101
1882,053610,프로텍,032902
1883,053160,프리엠스,032801
1884,075130,플랜티넷,106201
1885,222670,플럼라인생명과학,137001
1886,023770,플레이위드,105802
1887,266870,플렉스파워에이더블유에스,074604
1888,150440,피노텍,105802
1889,032580,피델릭스,032601
1890,258250,피시피아비아이티,105802
1891,051380,피씨디렉트,074605
1892,241820,피씨엘,032103
1893,237750,피앤씨테크,032801
1894,131390,피앤이솔루션,032801
1895,024850,피에스엠씨,032602
1896,031980,피에스케이,032902
1897,002230,피에스텍,032702
1898,242350,피엔아이시스템,105901
1899,239890,피엔에이치테크,032001
1900,137400,피엔티,032902
1901,144740,피엠디아카데미,168505
1902,128660,피제이메탈,032402
1903,006140,피제이전자,032701
1904,087600,픽셀플러스,032602
1905,033180,필룩스,032602
1906,064800,필링크,106201
1907,161580,필옵틱스,032902
1908,230240,하나금융7호SPAC,116601
1909,261200,하나금융9호스팩,116601
1910,086790,하나금융지주,116409
1911,099340,하나니켈1호,116402
1912,099350,하나니켈2호,116402
1913,067310,하나마이크론,032601
1914,208870,하나머스트3호스팩,116601
1915,215100,하나머스트4호스팩,116601
1916,218150,하나머스트5호스팩,116601
1917,166090,하나머티리얼즈,032601
1918,039130,하나투어,147502
1919,136480,하림,031001
1920,024660,하림홀딩스,116409
1921,233990,하우동천,032004
1922,172580,하이골드12호,147601
1923,153360,하이골드3호,147601
1924,159650,하이골드8호,147601
1925,149980,하이로닉,032701
1926,013030,하이록코리아,032401
1927,126700,하이비젼시스템,032703
1928,200470,하이셈,137309
1929,071090,하이스틸,032401
1930,235010,하이에이아이1호스팩,116601
1931,205470,하이제2호스팩,116601
1932,217500,하이제3호스팩,116601
1933,221840,하이즈항공,033103
1934,106190,하이텍팜,032101
1935,019490,하이트론씨스템즈,032605
1936,000080,하이트진로,031101
1937,000140,하이트진로홀딩스,116409
1938,066130,하츠,032805
1939,240540,한국4호스팩,116601
1940,152550,한국ANKOR유전,116402
1941,004590,한국가구,074604
1942,036460,한국가스공사,043502
1943,039340,한국경제TV,106002
1944,005430,한국공항,085209
1945,071050,한국금융지주,116409
1946,034950,한국기업평가,147509
1947,010040,한국내화,032302
1948,025540,한국단자공업,032801
1949,222980,한국맥널티,031007
1950,226610,한국비엔씨,032701
1951,004090,한국석유공업,032309
1952,025550,한국선재,032401
1953,002200,한국수출포장공업,031702
1954,002960,한국쉘석유,031902
1955,017890,한국알콜,032004
1956,002000,한국유리공업,032301
1957,123890,한국자산신탁,116402
1958,015760,한국전력공사,043501
1959,063570,한국전자금융,147509
1960,041460,한국전자인증,105802
1961,006200,한국전자홀딩스,116409
1962,101680,한국정밀기계,032902
1963,039740,한국정보공학,074607
1964,053300,한국정보인증,105802
1965,025770,한국정보통신,106102
1966,271740,한국제5호스팩,116601
1967,002300,한국제지,031701
1968,023350,한국종합기술,137201
1969,025890,한국주강,032902
1970,000970,한국주철관공업,032401
1971,104700,한국철강,032401
1972,017960,한국카본,032501
1973,023760,한국캐피탈,116409
1974,054040,한국컴퓨터,032602
1975,050540,한국코퍼레이션,147509
1976,161890,한국콜마,032004
1977,024720,한국콜마홀딩스,116409
1978,021650,한국큐빅,032202
1979,161390,한국타이어,032201
1980,000240,한국타이어월드와이드,116409
1981,053590,한국테크놀로지,032902
1982,034830,한국토지신탁,116402
1983,007280,한국특수형강,032401
1984,168490,한국패러랠,116402
1985,037230,한국팩키지,031702
1986,010100,한국프랜지공업,033003
1987,047810,한국항공우주,033103
1988,123690,한국화장품,074604
1989,003350,한국화장품제조,032004
1990,030520,한글과컴퓨터,105802
1991,052600,한네트,106102
1992,011500,한농화성,032004
1993,002390,한독,032102
1994,014790,한라,064102
1995,092460,한라IMS,033101
1996,060980,한라홀딩스,116409
1997,053690,한미글로벌,137201
1998,042700,한미반도체,032902
1999,008930,한미사이언스,116409
2000,128940,한미약품,032102
2001,047080,한빛소프트,105802
2002,009240,한샘,074604
2003,020000,한섬,031401
2004,003680,한성기업,031002
2005,105630,한세실업,031401
2006,016450,한세예스24홀딩스,116409
2007,081970,한솔넥스지,105802
2008,009180,한솔로지스틱스,085209
2009,070300,한솔시큐어,105802
2010,099660,한솔신텍,032501
2011,221610,한솔씨앤피,032004
2012,070590,한솔인티큐브,106201
2013,213500,한솔제지,031701
2014,014680,한솔케미칼,032001
2015,004710,한솔테크닉스,032602
2016,010420,한솔피엔에스,074607
2017,004150,한솔홀딩스,116409
2018,025750,한솔홈데코,031601
2019,042520,한스바이오메드,032103
2020,004960,한신공영,064101
2021,011700,한신기계공업,032901
2022,078350,한양디지텍,032601
2023,045100,한양이엔지,137201
2024,001750,한양증권,116601
2025,018880,한온시스템,032901
2026,009420,한올바이오파마,032102
2027,014130,한익스프레스,084903
2028,046110,한일네트웍스,106301
2029,024740,한일단조,033003
2030,005860,한일사료,031008
2031,003300,한일시멘트,032303
2032,123840,한일진공,032902
2033,002220,한일철강,032401
2034,007770,한일화학,032001
2035,051600,한전KPS,064203
2036,052690,한전기술,137201
2037,130660,한전산업,137201
2038,107640,한중엔시에스,033003
2039,002320,한진,084903
2040,097230,한진중공업,064102
2041,003480,한진중공업홀딩스,116409
2042,180640,한진칼,116409
2043,061460,한진피앤씨,032202
2044,005110,한창,074605
2045,079170,한창산업,032402
2046,009460,한창제지,031701
2047,054920,한컴시큐어,105802
2048,077280,한컴지엠디,105802
2049,002680,한탑,031006
2050,066110,한프,032603
2051,000880,한화,032004
2052,217620,한화ACPC스팩,116601
2053,027390,한화갤러리아타임월드,074701
2054,088350,한화생명,116501
2055,000370,한화손해보험,116501
2056,265920,한화수성스팩,116601
2057,219860,한화에이스스팩2호,116601
2058,264290,한화에이스스팩3호,116601
2059,009830,한화케미칼,032001
2060,012450,한화테크윈,033103
2061,003530,한화투자증권,116601
2062,102210,해덕파워웨이,033101
2063,220630,해마로푸드서비스,074603
2064,195870,해성디에스,032602
2065,034810,해성산업,126801
2066,076610,해성옵틱스,032703
2067,101530,해태제과식품,031007
2068,220180,핸디소프트,105802
2069,143210,핸즈코퍼레이션,033003
2070,008800,행남생활건강,032302
2071,900270,헝셩그룹,116409
2072,089470,현대EP,032004
2073,000720,현대건설,064102
2074,267270,현대건설기계,032901
2075,170030,현대공업,033003
2076,005440,현대그린푸드,074701
2077,086280,현대글로비스,085209
2078,267250,현대로보틱스,116409
2079,064350,현대로템,033102
2080,079430,현대리바트,033201
2081,012330,현대모비스,033003
2082,010620,현대미포조선,033101
2083,069960,현대백화점,074701
2084,004560,현대비앤지스틸,032401
2085,012630,현대산업개발,064101
2086,011200,현대상선,085001
2087,006390,현대시멘트,032303
2088,048410,현대아이비티,032603
2089,004310,현대약품,032102
2090,126560,현대에이치씨엔,106002
2091,017800,현대엘리베이터,032901
2092,011210,현대위아,033003
2093,267260,현대일렉트릭,032801
2094,005380,현대자동차,033001
2095,026180,현대정보기술,106201
2096,004020,현대제철,032401
2097,011760,현대종합상사,074608
2098,009540,현대중공업,033101
2099,001500,현대차투자증권,116601
2100,227840,현대코퍼레이션홀딩스,074603
2101,039010,현대통신,032604
2102,001450,현대해상,116501
2103,057050,현대홈쇼핑,074709
2104,204990,현성바이탈,031007
2105,092300,현우산업,032602
2106,053660,현진소재,032509
2107,011080,형지I&C,031401
2108,093240,형지엘리트,031401
2109,003010,혜인,074605
2110,111110,호전실업,031401
2111,008770,호텔신라,074708
2112,060560,홈센타홀딩스,116409
2113,064240,홈캐스트,032605
2114,039610,화성밸브,032901
2115,002460,화성산업,064101
2116,013520,화승알앤에이,033003
2117,241590,화승엔터프라이즈,116409
2118,006060,화승인더스트리,032202
2119,010690,화신,033003
2120,126640,화신정공,033003
2121,086250,화신테크,032902
2122,204630,화이브라더스코리아,189001
2123,133820,화인베스틸,032401
2124,061250,화일약품,032102
2125,134780,화진,033003
2126,010660,화천기계,032902
2127,000850,화천기공,032902
2128,016580,환인제약,032102
2129,032560,황금에스티,032402
2130,004800,효성,032005
2131,094280,효성 ITX,147509
2132,097870,효성오앤비,032003
2133,093370,후성,032001
2134,050090,휘닉스소재,032602
2135,081660,휠라코리아,074604
2136,005870,휴니드테크놀러지스,032604
2137,115160,휴맥스,032605
2138,028080,휴맥스홀딩스,116409
2139,200670,휴메딕스,032102
2140,212310,휴벡셀,032701
2141,079980,휴비스,032005
2142,065510,휴비츠,032701
2143,005010,휴스틸,032401
2144,243070,휴온스,032102
2145,084110,휴온스글로벌,116409
2146,145020,휴젤,032101
2147,069260,휴켐스,032004
2148,024060,흥구석유,074607
2149,010240,흥국,032902
2150,189980,흥국에프엔비,031102
2151,000540,흥국화재,116501
2152,003280,흥아해운,085001
2153,037440,희림,137201
2154,238490,힘스,032902
